EIN,Organization,Mission,Receipts,URL,Guidestar
57-0847444,THE FULLERTON FOUNDATION INC,The Foundation's primary field of interest is healthcare innovation almost exclusively in South Carolina and North Carolina.,23019321,NA,https://www.guidestar.org/profile/57-0847444
16-1743588,MUSICAL INSTRUMENT MUSEUM,"The Musical Instrument Museum (MIM) enriches our world by collecting, preserving, and making accessible an astonishing variety of musical instruments and performance videos from every country in the world. MIM offers guests a welcoming and fun experience, incomparable interactive technology, dynamic programming, and exceptional musical performances. MIM fosters appreciation of the world's diverse cultures by showing how we innovate, adapt, and learn from each other to create music—the language of the soul.",21957631,www.MIM.org,https://www.guidestar.org/profile/16-1743588
31-1189885,"Fairbanks Foundation, Inc.",To advance the vitality of Indianapolis and the well-being of its people.,21668277,www.rmff.org,https://www.guidestar.org/profile/31-1189885
52-2029911,Sandy River Charitable Foundation,"International: community and regional projects that address the causes of predicaments and set forth a process leading to a sustainable self-sufficient condition.  Within Maine: social, economic, arts, cultural, education, and community recreation  programs.   National(US): Regional projects falling within the scope of International and Maine  guidelines.",21529115,www.srcfoundation.org,https://www.guidestar.org/profile/52-2029911
22-6799567,Rubin Museum of Art,"THE RUBIN MUSEUM OF ART IS A DYNAMIC ENVIRONMENT THAT STIMULATES LEARNING, PRO MOTES UNDERSTANDING, AND INSPIRES PERSONAL CONNECTIONS TO THE IDEAS, CULTURES, AND ART OF HIMALAYAN ASIA",20816275,www.rubinmuseum.org,https://www.guidestar.org/profile/22-6799567
31-1758218,A Glimmer of Hope Foundation,"A Glimmer of Hope Foundation helps lift women and children out of extreme poverty in rural Ethiopia. Glimmer believes the best way to affect sustainable change is to tackle all of the unique areas that perpetuate poverty. Rather than focus on a single issue like water or education, Glimmer’s unique model of integrated development means that they work across many different sectors to bring deep, lasting change. Glimmer’s Ethiopian staff of development experts are pros at transforming communities through water, education, health, and microfinance projects. And Glimmer works only with regional Ethiopian development organizations to construct and manage its projects. These partner organizations provide valuable local expertise and are staffed with their own technical and field experts who work closely with Glimmer’s Ethiopia-based team. All of Glimmer’s operating costs are covered by its endowment, which means that 100% of every donation can go directly to projects in rural Ethiopia that help fight poverty and improve lives.",20479389,www.aglimmerofhope.org,https://www.guidestar.org/profile/31-1758218
11-0249024,The Keith Haring Foundation Inc,"The mission of the Keith Haring Foundation is to sustain, expand, and protect the legacy of Keith Haring, his art, and his ideals. The Foundation supports not-for-profit organizations that assist children, as well as organizations involved in education, research and care related to AIDS.    Keith Haring (1958-1990) generously contributed his talents and resources to numerous causes. He conducted art workshops with children, created logos and posters for public service agencies, and produced murals, sculptures, and paintings to benefit health centers and disadvantaged communities. In 1989, Keith established a foundation to ensure that his philanthropic legacy would continue indefinitely.    The Keith Haring Foundation makes grants to not-for-profit groups which engage in charitable and educational activities. In accordance with Keith's wishes, the Foundation concentrates its giving in two areas: The support of organizations which provide educational opportunities to underprivileged children and the support of organizations which engage in research and care with respect to AIDS and HIV infection.    Keith Haring additionally charged the Foundation with maintaining and protecting his artistic legacy after his death. The Foundation maintains a collection of art along with archives which facilitate historical research about the artist and the times and places in which he lived and worked. The Foundation supports arts and educational institutions by funding exhibitions, educational programs, acquisitions and publications that serve to contextualize and illuminate the artist's work and philosophy.",19695335,http://www.haring.com,https://www.guidestar.org/profile/11-0249024
36-3805338,Alphawood Foundation,"Alphawood Foundation is a Chicago-based, grant-making private foundation working for an equitable, just, and humane society. Each year we award grants to organizations, primarily in the areas of advocacy, architecture and preservation, the arts and arts education, promotion and protection of the rights of LGBT citizens and people living with HIV/AIDS, and other human and civil rights.",19692191,NA,https://www.guidestar.org/profile/36-3805338
13-1677403,Helen Hay Whitney Foundation,"The Foundation was established to stimulate and support research in the area of rheumatic fever and rheumatic heart disease, later expanding its interests to include diseases of connective tissue and, ultimately, all basic biomedical sciences. Under the Foundation?s program, young men and women planning careers in biological and medical research receive financial support of sufficient duration to help further their professional careers. The Foundation is unique in its Purpose - to select and support the best future scientists in their choices of biological and medical research that will provide them career opportunities to flourish in academic biomedical science and industrial science. The Foundation has persevered in the belief that the best science will be done when scientists have their choice in selecting the field of research. The Foundation also supports the need to provide opportunities to those who will remain in laboratory science and academic medicine.",19239540,www.hhwf.org,https://www.guidestar.org/profile/13-1677403
39-1948463,Ros Foundation,"This is a private family foundation, with private donations funding specific projects. Requests from groups outside the specified area are not considered.",19055797,NA,https://www.guidestar.org/profile/39-1948463
94-6127237,The Smith-Kettlewell Eye Research Institute,"Our mission is to create a unique environment for research on human vision -- basic scientific research to increase the understanding of normal vision in support of vision disorders, clinical research to develop new diagnostic procedures and treatments for visual and other sensory disorders, and engineering research to produce better techniques for aid and rehabilitation of the blind and partially sighted.  To this end, we will maintain an independent research institute which maximizes individual responsibility and innovation, which promotes a balance of laboratory, clinical and rehabilitation scientists, and which limits size in order to foster mutually supportive research collaborations.",18775095,www.ski.org,https://www.guidestar.org/profile/94-6127237
26-1532117,One Earth Future Foundation Inc,To catalyze systems that eliminate root causes of war.,17081973,http://oneearthfuture.org,https://www.guidestar.org/profile/26-1532117
68-0245471,TOMPKINS CONSERVATION,"Tompkins Conservation is dedicated to the conservation of biodiversity and strategically important biota through acquisition, restoration and maintenance of wilderness areas in Chile and Argentina. Working with fellow wildlands philanthropists, provincial and national governments and nongovernmental organizations, the Trust's goal is to acquire wildlands for parks and nature sanctuaries and to develop public access for some of these lands, while others remain wild.",16751690,www.theconservationlandtrust.org,https://www.guidestar.org/profile/68-0245471
52-2306995,EL-HIBRI FOUNDATION,"The El-Hibri Foundation is a philanthropic organization that empowers and equips Muslim leaders and their allies to build thriving, inclusive communities. EHF makes grants and implements innovative programs to provide resources and skills, forge collaborative relationships, and increase inclusion of and within American Muslim communities.  The El-Hibri Foundation supports building an inclusive America by advancing peace and respect for diversity, inspired by the universally shared values of Islam. In addition, the Foundation continues the El-Hibri family’s charitable tradition of supporting orphans in the Middle East, particularly in Lebanon.  The El-Hibri Foundation envisions a society where everyone can achieve the American Dream in a diverse and inclusive world.",16295733,www.elhibrifoundation.org,https://www.guidestar.org/profile/52-2306995
27-4341026,GAWLICKI FAMILY FOUNDATION,We Fund Forward. We’re the Gawlicki Family Foundation. We believe that private dollars power public progress. We provide grants to non-profits to transform innovative ideas into solutions for our community.,16178628,www.wefundforward.org,https://www.guidestar.org/profile/27-4341026
16-1550858,GRIGG LEWIS FOUNDATION INC,Charitable giving,16144102,www.grigglewis.org,https://www.guidestar.org/profile/16-1550858
02-6004471,Samuel P Hunt Foundation,general support for NH registered 501(c)(3) entities,15527498,NA,https://www.guidestar.org/profile/02-6004471
68-0065687,GEORGE LUCAS EDUCATIONAL FOUNDATION,"Vision:     Our vision is of a new world of learning based on the compelling truth that improving education is the key to the survival of the human race.      It's a world of creativity, inspiration and ambition informed by real-world evidence and experience. It's a world where students become lifelong learners and develop 21st-century skills. It's a world where innovation is the rule, not the exception. It's a world where schools provide rigorous project-based learning, social-emotional learning, and access to new technology. It's a world where students and parents, teachers and administrators, policy makers and the people they serve are all empowered with a shared vision to change education for the better.    We call this place Edutopia, and we provide not just the vision for this new world of learning but the real-world information and community connections to make it a reality.    Our Mission    ​We are dedicated to transforming kindergarten through 12th-grade (K-12) education so all students can thrive in their studies, careers, and adult lives. We are focused on practices and programs that help students acquire and effectively apply the knowledge, attitudes, skills and beliefs to achieve their full potential.    What We Do    1. Edutopia is the leading voice illuminating and showcasing what works in education. We show people how they can adopt best practices and we tell stories of innovation and continuous learning in the real world.    2. At Lucas Education Research, we develop and evaluate methods that profoundly impact the course of learning and lifelong achievement. Lucas Education Research strives for quality, replicability, and scalability.    To understand more about why we are passionate about our work, read about Edutopia's Core Strategies and about what our founder and chairman, George Lucas, has to say about Edutopia's role in education.    Please note: The Foundation is a nonpartisan organization, and does not take positions on any legislation or ballot measures, nor does it endorse or oppose any candidates in elections to public office.",15247743,www.edutopia.org,https://www.guidestar.org/profile/68-0065687
83-0335099,The Martin Family Foundation,"The Martin Family Foundation is dedicated to the teachings and love of Christ and provides support to organizations that focus on:       - faith-based education       - services to the poor and at-risk       - the promotion of the sanctity of human life       - evangelization and discipleship  We intend to concentrate our resources in Colorado, Montana, and Wyoming.",15239841,www.martinfamilyfoundation.com,https://www.guidestar.org/profile/83-0335099
33-0683658,JACOBS CENTER FOR NEIGHBORHOOD INNOVATION,The mission of the Jacobs Center for Neighborhood Innovation is to foster a thriving community envisioned and realized by its residents.    The Jacobs Center is working with residents to revitalize the 60 acres in Southeastern San Diego's Diamond Neighborhoods and transform the community into a vibrant and economically viable destination.,15228150,www.jacobscenter.org,https://www.guidestar.org/profile/33-0683658
23-7104223,Josef Albers Foundation Inc,"The Albers Foundation was established to further, in Josef Albers's words, 'the revelation and evocation of vision through art.'  It carries out its mission by combining various functions typically associated with museums, libraries, and other educational institutions.  We serve as an information resource for artists, scholars, students, and the general public; conserve the art and archives of both Josef and Anni Albers; are actively engaged in the organization of exhibitions of their works; conduct research; write for and contribute in other ways to publications devoted to or featuring the Alberses' art and writings; and manage activities inspired by their interests and concerns, including arts education for underserved youth.",14930173,www.albersfoundation.org,https://www.guidestar.org/profile/23-7104223
76-0522455,Bhupat and Jyoti Mehta Family Foundation,.,14698804,NA,https://www.guidestar.org/profile/76-0522455
47-4685449,LIPEDEMA FOUNDATION,"To Define, Diagnose and Develop Treatments for Lipedema  Strategy: The Lipedema Foundation supports collaborative research that addresses the basic biology, genetics, and epidemiology of lipedema  Values: Transparency – the Foundation strives for an open and active discussion with and amongst grantees Collaboration – the Foundation stresses the importance of collaborative research Community – the Foundation favors research efforts that will build and leverage a patient-researcher community",14426882,www.lipedema.org,https://www.guidestar.org/profile/47-4685449
11-3288229,The Stringer Foundation,To support noteworthy causes.,14283702,NA,https://www.guidestar.org/profile/11-3288229
41-6035163,"Jerome Foundation, Inc.","The Jerome Foundation makes grants that support emerging artists in the creation, development and production of new works.",14163548,http://www.jeromefdn.org,https://www.guidestar.org/profile/41-6035163
94-6109313,WEEDEN FOUNDATION,"The Foundation embraces the protection of biodiversity as its main priority. Population growth, and over-consumption have also evolved into major program interests in order to more fully address the factors driving biological impoverishment.",14093509,www.weedenfoundation.org,https://www.guidestar.org/profile/94-6109313
13-1656673,NATIONAL SCULPTURE SOCIETY,"To promote sculpture through education, publications, exhibitions, competitions, and other programs that support sculptors and encourage interest in sculpture.",13980857,www.nationalsculpture.org,https://www.guidestar.org/profile/13-1656673
81-0270257,Treacy Foundation,The Treacy Foundation is committed to supporting and strengthening nonprofit organizations in our community by awarding financial grants and providing financial assistance through scholarships to students pursuing higher education.,13947169,www.treacyfoundation.org,https://www.guidestar.org/profile/81-0270257
63-1125485,BARBER VINTAGE MOTORSPORT MUSEUM,"To: (a) educate the general public on the subject of vintage motorsports through the organization, operation and maintenance of a museum dedicated to vintage morotsports;  (b) procure, care for and display objects of lasting interest or value in the are of vintage motorsports; and   (c) promote and encourage interest in vintage motorsports equipment and activities, including, without limitation, racing and display of such equipment.",13851587,http://www.barbermuseum.org/,https://www.guidestar.org/profile/63-1125485
20-3560940,Westcott Lakes Inc,Operate A Retirement Community Designed To Meet The Needs Of The Aged.,13249238,NA,https://www.guidestar.org/profile/20-3560940
26-6157610,Roger I and Ruth B Macfarlane Foundation,The Roger I. and Ruth B. MacFarlane Foundation supports organizations that strive to increase the opportunities and improve the quality of life of individuals and communities. The Foundation acts as a catalyst for organizations and their programs to enhance their impact and expand their reach.,13099710,www.macfarlanefoundation.org,https://www.guidestar.org/profile/26-6157610
20-3944602,"Found Animals Foundation, Inc.",Found Animals aims to reduce the number of animals entering shelters each year and increase the positive outcomes for animals already in the shelter system by concentrating efforts in the following areas:         Spay/neuter         Resources for pet owners         Adoption,12783344,http://www.foundanimals.org,https://www.guidestar.org/profile/20-3944602
58-2416212,Help Inc,"Help, Inc.’s mission is to develop systemic approaches to enhance family economic security, encourage individual achievement and promote empowerment of self-sufficiency.",12574948,NA,https://www.guidestar.org/profile/58-2416212
58-2647038,C5 Youth Foundation Inc.,"To serve as a significant resource in developing the positive assets in today's youth, enabling them to achieve their full potential and to contribute to the improvement of their communities.",12231286,http://www.campcocacola.org,https://www.guidestar.org/profile/58-2647038
45-2430087,Henry M Paulson Jr Institute,"We Work At The Nexus Of Economic And Environmental Issues In The United States And Canada. Our Programs In China Focus On Improving Climate And Air Quality, Advancing Nature Conservation And Promoting Sustainable Cities. In The United States, We Promote Bilateral",12183530,WWW.PAULSONINSTITUTE.ORG,https://www.guidestar.org/profile/45-2430087
38-6052131,Hudson-Webber Foundation,The Foundation concentrates its giving primarily within the City of Detroit and has a particular interest in the revitalization of the urban core.,12175524,Hudson-Webber.org,https://www.guidestar.org/profile/38-6052131
31-4379601,DAWES ARBORETUM,"The Dawes Arboretum is dedicated to increasing the love and knowledge of trees, history and the natural world.",11507252,www.dawesarb.org,https://www.guidestar.org/profile/31-4379601
22-3161324,"Pascale Sykes Foundation, Inc.","A private tax-exempt Foundation, we award a select number of substantial long-range grants to non-profit agencies to support programs that promote the independence, well-being and integrity of the intergenerational family unit. The Foundation focuses on programs targeting low-income families with at least one actual or potential wage earner and those involving open, voluntary enrollment. We look for programs that are preventive and supportive, involve all family members, and promote gradual changes over time.",11413673,NA,https://www.guidestar.org/profile/22-3161324
26-6461545,GUTHY-JACKSON CHARITABLE FOUNDATION,"The Guthy-Jackson Charitable Foundation is dedicated to funding research in the quest to understand the pathophysiology and biochemistry of Neuromyelitis Optica (NMO) Spectrum Disorder. Our Foundation is passionate in its support of programs and opportunities aimed at elevating the clinical paradigm for NMO patients and improving options for treatment, prevention, and an eventual cure for this disease.",11365714,www.guthyjacksonfoundation.org,https://www.guidestar.org/profile/26-6461545
82-0431505,John F Nagel Foundation Inc,"The Nagel Foundation helps meet basic human needs by funding non-profit organizations in the areas of housing and supportive services, medical care, education and youth programming.",11130451,www.nagelfoundation.com,https://www.guidestar.org/profile/82-0431505
41-6044416,Carolyn Foundation,"The mission of the Carolyn Foundation is to support programs and initiatives that effect positive change now and in the future.  Our vision is to improve the lives of children/families, communities and the environment through the involvement of successive generations of the family of Carolyn McKnight Christian.",11099252,www.carolynfoundation.org,https://www.guidestar.org/profile/41-6044416
39-1474563,Huss Foundation,"The Huss Foundation is not afraid to use creative and innovative funding and support to seek change in the areas of arts and culture, education, the environment, aging, people and risk.  Additionally social change that helps to break cycles of families and children at risk are of great importance.",10905859,NA,https://www.guidestar.org/profile/39-1474563
13-6115217,Elizabeth Morse Genius Foundation,"The Elizabeth Morse Genius Foundation was established in 1959 by Jeannette Genius McKean in memory of her mother, Elizabeth Morse Genius.  The Foundation was organized and is to be operated exclusively for religious, charitable, scientific, testing for public safety, literary or educational purposes, to promote the welfare of mankind and including, but not limited to, the acquisition, production, preservation, collection, promotion, appreciation and exhibition of fine arts.",10777482,www.geniusfoundation.org,https://www.guidestar.org/profile/13-6115217
23-7426425,ST GEORGES SOCIETY OF NEW YORK,"We are a membership organization with a charitable purpose. We provide vital assistance to people of British and Commonwealth heritage in New York who are in need of financial and emotional support. For example the sick, elderly and disabled and students who have the ability to succeed but lack the funds to complete their studies. Our vibrant network of influential people and partnerships with key organizations in the British community make us the pre-eminent Anglo/American social and philanthropic group in the tri-state area.",10754592,https://www.stgeorgessociety.org/,https://www.guidestar.org/profile/23-7426425
91-1158970,Landesa | Rural Development Institute,"Landesa champions and works to secure land rights for millions of the world's poorest, mostly rural women and men to provide opportunity and promote social justice.",10749798,www.landesa.org,https://www.guidestar.org/profile/91-1158970
59-3236060,Heartbeat International Worldwide Inc,"Over one million people die or live a foreshortened, compromised life because they need but cannot afford a pacemaker, implantable defibrillator or cardiac resynchronization device. Heartbeat International desires to provide the needed devices and related medical care to underprivileged patients around the globe.   Heartbeat International obtains implantable devices from the pacemaker industry and distributes them worldwide through a network of Rotary Districts and Clubs. Physicians identify a patient's medical need; Rotarians assure the patient's economic need; and then Physicians and hospitals implant the devices at no charge to the qualified patients.",10586625,NA,https://www.guidestar.org/profile/59-3236060
04-3433749,THE DESAI FOUNDATION,"We envision a society where everyone leverages their experiences and resources to enrich the community around them. We aim to create, implement, and promote programs that support general education and health, Indian culture, and community development.",10583834,http://www.thedesaifoundation.org/,https://www.guidestar.org/profile/04-3433749
36-4766622,FOUNDATION OF HOSPICE OF CENTRAL PENNSYLVANIA,To provide support for end-of-life care and services.,10476112,NA,https://www.guidestar.org/profile/36-4766622
38-2820095,Willard G Pierce and Jessie M Pierce Foundation,The Institute serves community members and colleges and universities through environmental education.,10424491,www.cedarcreekinstitute.org,https://www.guidestar.org/profile/38-2820095
52-2112929,NorthBay Education Inc,"Challenge people through transformative education and retreat experiences to realize that their attitudes and actions have a lasting impact on their lives, communities and the environment.",10423703,www.northbayadventure.org,https://www.guidestar.org/profile/52-2112929
20-0367954,Building Hope - A Charter School Facilities Fund,Building Hope is a private foundation that works to close the educational achievement gap by giving students access to high quality public charter schools.,10417033,www.buildinghope.org,https://www.guidestar.org/profile/20-0367954
88-0279721,Exodus Foundation,"Since 1989, Exodus Recovery, Inc. has been providing quality psychiatric treatment services to Southern and Central California communities. Exodus Foundation for Recovery stands to support the programmatic services and medical model of Exodus Recovery, Inc. through the mission of bringing the tools for the best possible quality of life to our clients. Our concept of total health care incorporates the physical, emotional and spiritual needs of each client. Our integrated program model strives to create an environment which promotes the dignity of all participating and to develop services maximizing clients’ self-determination.",10261264,www.exodusrecoveryinc.com,https://www.guidestar.org/profile/88-0279721
43-1715390,Kemper Museum Operating Foundation dba Kemper Museum of Contemporary Art,"Enriching lives through the experience of contemporary art, Kemper Museum of Contemporary Art exhibits, collects, and educates in a free and welcoming environment.",10174475,http://www.kemperart.org,https://www.guidestar.org/profile/43-1715390
23-7090081,IBA - Inquilinos Boricuas en Acciόn Inc.,"Inquilinos Boricuas en Acción (IBA) engages and empowers individuals and families to improve their lives through high-quality affordable housing, education, and arts programs.",9926997,www.ibaboston.org,https://www.guidestar.org/profile/23-7090081
13-3933345,Marc and Diane Spilker Foundation,"Diane and Marc Spilker formed the New York City-based foundation to support a wide range of philanthropic endeavors relating to public policy, health care, education, Jewish causes and community initiatives.",9909169,http://www.dianeandmarcspilkerfoundation.org/,https://www.guidestar.org/profile/13-3933345
13-6262199,Kpmg Peat Marwick Foundation,"KPMG Foundation seeks to bring about systemic change in business and society-specifically, an increase in the diversity of ideas. That's why we invest in business education and volunteerism at all levels over the long term. It works because of a simple multiplier effect: By giving to one-one program, one person, one organization-we have an impact on many, and there's no limit to what they can do. It's a burgeoning of knowledge, a proliferating of ideas, a propagating of understanding.",9671575,www.kpmgfoundation.org,https://www.guidestar.org/profile/13-6262199
13-3031164,STEPPING STONES FOUNDATION,"The Stepping Stones Foundation is dedicated to preserving the historic home of Bill and Lois Wilson, co-founders respectively of Alcoholics Anonymous and Al-Anon Family Groups,  and to commemorating their achievements in the field of recovery from alcoholism.",9543453,www.steppingstones.org,https://www.guidestar.org/profile/13-3031164
51-0175449,Tinker Foundation Inc.,"To promote the development of an equitable, sustainable and productive society in Latin America.",9072140,www.tinker.org,https://www.guidestar.org/profile/51-0175449
20-7008090,Incredible Childrens Art Network,"The Incredible Children's Art Network brings high quality arts programs to children in Santa Barbara County, particularly those least likely to receive them.      Through sustained creative learning opportunities that emphasize both artistic excellence and access, iCAN seeks to effect positive social change in the communities it serves.",8837683,www.icansbc.org,https://www.guidestar.org/profile/20-7008090
65-0961676,Wilkes-Desmond Educational Foundation,The Foundation awards tuition scholarships to graduates of Sodus Central High School and Clyde-Savannah Junior-Senior High School who attend an accredited institution of higher learning.,8698370,www.desmondfoundation.org,https://www.guidestar.org/profile/65-0961676
36-2498125,W. Clement & Jessie V. Stone Foundation,"The areas of interest for the Foundation are education, with an emphasis on teacher development and principal leadership; early childhood education, and youth development. The Foundation concentrates its giving in Chicago, the San Francisco Bay Area, New York, Philadelphia, and Boston. The Foundation does not accept unsolicited proposals.",8684409,http://www.wcstonefnd.org,https://www.guidestar.org/profile/36-2498125
36-4477083,Colonel IL James N Pritzker Library for the Citizen Soldier,The Mission of the Pritzker Military Library is to acquire and maintain an accessible collection of materials and develop appropriate programs focusing on the Citizen Soldier in the preservation of democracy.,8668947,www.pritzkermilitarylibrary.org,https://www.guidestar.org/profile/36-4477083
13-4038495,JOB PATH INC,"JOB PATH SUPPORTS PEOPLE WITH DEVELOPMENTAL DISABILITIES IN THEIR EFFORTS TO MAKE CHOICES ABOUT THEIR LIVES WE HELP PEOPLE FIND JOBS AND ESTABLISH CAREERS, LIVE IN THEIR OWN HOMES AND PARTICIPATE IN COMMUNITY LIFE",8613765,www.jobpathnyc.org,https://www.guidestar.org/profile/13-4038495
20-2376273,WHOLE PLANET FOUNDATION,"Whole Planet Foundation's mission is to alleviate global poverty by supporting microcredit in countries where Whole Foods Market sources its products. Most entrepreneurs who receive microloans are women, who traditionally have fewer resources and less access to financial services. Whole Planet Foundation identifies and partners with microfinance organizations (MFIs) who provide and administer responsible financial services to their members. Whole Planet Foundation currently funds microfinance projects in 71 countries, including in the United States. Worldwide, 87% of those served are women. Ninety-seven percent of loans are repaid and re-loaned, amplifying the impact of the funds over time. Whole Foods Market covers the Foundation's operating costs so 100% of donations fund microcredit.",8604327,www.wholeplanetfoundation.org,https://www.guidestar.org/profile/20-2376273
20-1358125,Pacific Forest and Watershed Lands Stewardship Council,"The Stewardship Council protects and enhances watershed lands and uses, and invests in efforts to improve the lives of young Californians through connections with the outdoors.",8136086,www.stewardshipcouncil.org,https://www.guidestar.org/profile/20-1358125
38-2884733,David & Carol Myers Foundation,"The foundation was established in 1989 to receive all author royalties from David Myers introductory psychology textbooks (Psychology and Exploring Psychology) and from his general audience trade books. It makes grants to other charitable organizations. The foundation regrets that, with no staff and limited resources, it does not invite unsolicited proposals.",8048789,http://www.davidmyers.org/Brix?pageID=12,https://www.guidestar.org/profile/38-2884733
13-6075750,Benton Foundation,"The mission of the Benton Foundation is to articulate a public interest vision for the digital age and to demonstrate the value of communications for solving social problems. Our focus is on leveraging media and technology in innovative ways as a means to strengthen communities. We envision a learning society where opportunities to expand individual potential exists at every citizen's fingertips and where access, diversity and equity have pride of place.  We are a private foundation, an institutional hybrid, bridging the worlds of philanthropy, public policy and community action. We assume diverse, crosscutting roles as nonpartisan knowledge broker, convener, public interest advocate and policy analyst.",7930500,http://www.benton.org,https://www.guidestar.org/profile/13-6075750
59-2718130,"Amaturo Family Foundation, Inc.","Provides support to 501(c) entities for education, medical research, arts and furtherance of Catholic religion.",7714708,NA,https://www.guidestar.org/profile/59-2718130
63-0823545,Compass Bank Foundation,"Through charitable contributions, the BBVA Compass Foundation creates social value by strategically investing in projects that directly impact low-to moderate-income communities.     Priority consideration is given to requests that best reflect one of our six focus areas:    Community Development (Including Financial Literacy)  Education  Health and Human Services  Arts and Culture  Environment and Natural Resources  Diversity and Inclusion    Eligible 501c3 non profit organizations located in the states where BBVA Compass has a retail presence are eligible for funding. States include:    Alabama  Arizona  California  Colorado  Florida  New York  New Mexico  Texas",7686802,http://www.bbvacompass.com/foundation,https://www.guidestar.org/profile/63-0823545
74-6077587,RGK Foundation,"RGK Foundation is an independent Foundation established in 1966 by Ronya and George Kozmetsky. For many years,the Foundation's primary focus was medical and educational research without geographical restriction. The Foundation's focus has broadened over the years and now includes areas of Education, Community, and Medicine/Health. Interests within Education focus on formal after-school tutoring integrating technology into curriculum, teacher development, and higher education. Within Community, the Foundation supports a broad range of human development programs and community improvement programs. The Foundation's current interests in the area of Medicine/Health are programs that promote the health and well-being of children and families.",7568758,www.rgkfoundation.org,https://www.guidestar.org/profile/74-6077587
26-1595257,McCune Family Foundation,The McCune Foundation was created to continue the philanthropic legacy of Frank and Mae McCune.  The missions of the Foundation are to support programs which further oceanographic research; rehabilitate troubled or “at risk” youth; and assist the visually impaired and disabled.  The Foundation does not accept unsolicited grant proposals.,7463119,NA,https://www.guidestar.org/profile/26-1595257
20-5116150,Charter School Incubator Initiative,To Provide Start Up Public Schools In The District Of Columbia With Below Market Temporary Facilities.,7459781,WWW.BUILDINGHOPE.ORG,https://www.guidestar.org/profile/20-5116150
94-3106115,Foundation for Deep Ecology,The Foundation for Deep Ecology is a private foundation whose mission is to support education and advocacy on behalf of wild Nature through its publications and public programs.,7421519,www.deepecology.org,https://www.guidestar.org/profile/94-3106115
33-0644620,Healthcare Foundation for Orange County,"The HealthCare Foundation for Orange County is committed to improving the health and access to healthcare of Orange County (CA) residents.  Priorities for the Foundation's grantmaking, training and technical assistance include:  - Empowering parents and caregivers with information, resources and support to ensure the health of their children - Bringing culturally relevant services and information into all communities served - Removing access barriers such as those due to transportation, language, cost or location of services - Stimulating innovative services and supporting proven methods for effectively addressing community health priorities and delivery system gaps - Assessing the changing health needs of children, adolescents and families in order to develop community health priorities and strategies",7157504,www.hfoc.org,https://www.guidestar.org/profile/33-0644620
56-2196225,"GLASS FOUNDATION, INC.","To strive for improved environmental education and preservation, to shape the developmental and educational opportunities for children and youth, and aid in the preservation of historic sites.",7111707,www.glassfoundation.org,https://www.guidestar.org/profile/56-2196225
26-2700185,TOTAL COMMUNITY OPTIONS FOUNDATION,"The mission of  NextFifty Initiative is to fund initiatives that improve community services for the elderly population and caregivers. This foundation will seek, vet and fund game-changing breakthroughs to improve and sustain quality of life for people in the second 50 years of their life via grants and financial support to organizations committed to the elderly population and their caregivers.",7063114,www.next50initiative.org,https://www.guidestar.org/profile/26-2700185
88-0061520,Boyce Thompson Southwestern Arboretum,"Boyce Thompson Arboretum exists to instill in people an appreciation of plants through the fostering of educational, recreational, research and conservation opportunities associated with the world’s arid land plants.",6950058,arboretum.ag.arizona.edu,https://www.guidestar.org/profile/88-0061520
14-1364573,HERITAGE HOME FOR WOMEN,Heritage Home for Women's mission is to provide exceptional care and friendship to older women in a safe and nurturing environment.,6773950,www.heritagehome4women.net,https://www.guidestar.org/profile/14-1364573
25-1600852,The Francis J Dixon Foundation,"Since its founding in 1989, the Francis J. Dixon Foundation has provided tuition assistance grants for Lebanon County residents who enroll as full-time students at the Lebanon Campus of Harrisburg Area Community College.   The foundation also provides scholarships to LPN's working for the Good Samaritan health System that are enrolled in an LPN to RN program at the Lebanon Campus of Harrisburg Area Community College. The foundation also provides grants to Lebanon County based, non-sectarian charitable organizations and programs that focus on education, health care, and community service. The foundation also seeks to participate in projects that maintain or improve the quality of life in Lebanon County through community building, community infrastructure, and opportunities for youth.    The foundation also makes a limited number of grants to projects of special interest to the Dixon family and its board of directors.",6668371,NA,https://www.guidestar.org/profile/25-1600852
47-6025723,GILBERT M & MARTHA H HITCHCOCK FOUNDATION,Considers charitable needs in Nebraska/Western Iowa Region,6642835,NA,https://www.guidestar.org/profile/47-6025723
41-6020912,Andersen Corporate Foundation,"Andersen Corporate Foundation's mission is ""To better people's lives and strengthen communities,focusing primarily where Andersen employees live and work.""      Proposal Deadline Date             Proposal Reviewed by Board  October 15                                        March   February 15                                      July   June 15                                             November",6513171,http://www.srinc.biz/bp,https://www.guidestar.org/profile/41-6020912
27-1125802,Zoology Foundation at Crooked Willow Farms,"The Zoology Foundation At Crooked Willow Farms Is Organized To Provide Opportunities For Children And To Encourage And Motivate Children To Explore The Natural Environment Through Outdoor Recreation And Other Activities Thereby Enhancing Their Awareness Of Natural Habitats For Wildlife, Fish, Plants And Riparian Ecosystems.",6511146,N/A,https://www.guidestar.org/profile/27-1125802
01-0759380,Spinal Muscular Atrophy Foundation,"The mission of the Spinal Muscular Atrophy Foundation is to accelerate the development of a treatment for SMA, the number one genetic killer of infants and toddlers.",6498264,NA,https://www.guidestar.org/profile/01-0759380
